FunctionName, RelativePath, CountLineCode, CountPath, Cyclomatic, MaxNesting, Knots, CountInput, CountOutput, 
exp1,bash-3.2\expr.c,18,3,3,1,2,2,3,
exp0,bash-3.2\expr.c,75,15,19,6,6,15,21,
bind_int_variable,bash-3.2\variables.c,18,4,3,1,0,5,4,
stupidly_hack_special_variables,bash-3.2\variables.c,16,4,3,1,0,6,2,
evalexp,bash-3.2\expr.c,27,10,8,3,1,9,9,
itos,bash-3.2\lib\sh\itos.c,8,1,1,0,0,15,5,
err_unboundvar,bash-3.2\error.c,6,1,1,0,0,4,1,
jump_to_top_level,bash-3.2\sig.c,6,1,1,0,0,20,1,
get_variable_value,bash-3.2\variables.c,9,2,2,1,1,5,1,
_is_multiop,bash-3.2\expr.c,26,2,16,1,1,2,1,
xstrchr,bash-3.2\lib\sh\xstrchr.c,7,1,1,0,0,6,2,
internal_error,bash-3.2\error.c,12,1,1,0,0,21,5,
bind_variable,bash-3.2\variables.c,23,16,6,3,4,29,5,
get_string_value,bash-3.2\variables.c,8,1,2,0,0,29,3,
tee_builtin,bash-3.2\examples\loadables\tee.c,85,433,15,4,10,10,17,
rl_set_mark,bash-3.2\lib\readline\text.c,6,1,2,0,0,3,2,
rl_abort,bash-3.2\lib\readline\util.c,6,1,1,0,0,0,2,
rl_complete,bash-3.2\lib\readline\complete.c,15,5,5,1,4,8,3,
rl_newline,bash-3.2\lib\readline\text.c,20,18,7,2,1,10,8,
rl_clear_screen,bash-3.2\lib\readline\text.c,14,2,2,1,1,3,5,
rl_quoted_insert,bash-3.2\lib\readline\text.c,14,4,3,1,1,2,6,
rl_transpose_chars,bash-3.2\lib\readline\text.c,30,4,4,1,2,4,8,
rl_char_search,bash-3.2\lib\readline\text.c,14,2,2,1,1,2,7,
rl_undo_command,bash-3.2\lib\readline\undo.c,18,4,4,2,4,2,3,
rl_tab_insert,bash-3.2\lib\readline\text.c,6,1,1,0,0,1,2,
rl_vi_editing_mode,bash-3.2\lib\readline\misc.c,9,1,1,0,0,1,4,
rl_revert_line,bash-3.2\lib\readline\undo.c,15,5,4,2,1,3,5,
rl_backward_char_search,bash-3.2\lib\readline\text.c,14,2,2,1,1,2,7,
rl_insert_comment,bash-3.2\lib\readline\text.c,22,3,5,2,2,6,7,
rl_tilde_expand,bash-3.2\lib\readline\util.c,39,13,7,2,1,4,6,
rl_insert_completions,bash-3.2\lib\readline\complete.c,6,1,1,0,0,0,2,
rl_digit_argument,bash-3.2\lib\readline\misc.c,17,2,2,1,1,6,6,
rl_beginning_of_history,bash-3.2\lib\readline\misc.c,6,1,1,0,0,2,3,
rl_possible_completions,bash-3.2\lib\readline\complete.c,6,1,1,0,0,1,2,
rl_end_of_history,bash-3.2\lib\readline\misc.c,9,1,1,0,0,0,4,
rl_do_lowercase_version,bash-3.2\lib\readline\text.c,6,1,1,0,0,0,1,
rl_delete_horizontal_space,bash-3.2\lib\readline\text.c,19,16,5,1,0,3,3,
rl_capitalize_word,bash-3.2\lib\readline\text.c,6,1,1,0,0,1,2,
rl_downcase_word,bash-3.2\lib\readline\text.c,6,1,1,0,0,1,2,
rl_noninc_forward_search,bash-3.2\lib\readline\search.c,6,1,2,0,0,2,2,
rl_noninc_reverse_search,bash-3.2\lib\readline\search.c,6,1,2,0,0,2,2,
rl_transpose_words,bash-3.2\lib\readline\text.c,38,3,3,1,2,3,11,
rl_upcase_word,bash-3.2\lib\readline\text.c,6,1,1,0,0,1,2,
rl_re_read_init_file,bash-3.2\lib\readline\bind.c,9,1,1,0,0,0,3,
rl_exchange_point_and_mark,bash-3.2\lib\readline\text.c,15,4,4,2,1,3,4,
rl_start_kbd_macro,bash-3.2\lib\readline\macro.c,19,4,4,2,2,3,8,
rl_end_kbd_macro,bash-3.2\lib\readline\macro.c,14,2,2,1,1,4,6,
rl_call_last_kbd_macro,bash-3.2\lib\readline\macro.c,16,6,4,1,1,5,9,
sigpipe,bash-3.2\builtins\psize.c,7,1,1,0,0,1,3,
initialize_job_control,bash-3.2\nojobs.c,7,2,2,1,0,1,4,
get_history_word_specifier,bash-3.2\lib\readline\histexpand.c,74,104,19,3,13,6,6,
history_find_word,bash-3.2\lib\readline\histexpand.c,18,5,4,1,1,3,3,
history_tokenize_word,bash-3.2\lib\readline\histexpand.c,70,138,21,3,13,5,2,
history_substring,bash-3.2\lib\readline\histexpand.c,13,1,1,0,0,4,3,
quote_breaks,bash-3.2\lib\readline\histexpand.c,39,16,7,2,3,2,2,
get_history_event,bash-3.2\lib\readline\histexpand.c,98,922,28,4,16,12,14,
history_get,bash-3.2\lib\readline\history.c,10,1,2,0,0,5,1,
hist_string_extract_single_quoted,bash-3.2\lib\readline\histexpand.c,10,2,2,1,0,3,1,
hist_error,bash-3.2\lib\readline\histexpand.c,43,6,6,1,15,5,4,
get_subst_pattern,bash-3.2\lib\readline\histexpand.c,31,42,8,3,0,6,4,
postproc_subst_rhs,bash-3.2\lib\readline\histexpand.c,29,7,6,3,1,5,6,
history_expand_internal,bash-3.2\lib\readline\histexpand.c,244,55344,49,5,93,11,23,
history_expand,bash-3.2\lib\readline\histexpand.c,174,15276,61,8,48,10,11,
add_history,bash-3.2\lib\readline\history.c,39,8,7,3,4,12,9,
history_tokenize,bash-3.2\lib\readline\histexpand.c,6,1,1,0,0,2,2,
history_tokenize_internal,bash-3.2\lib\readline\histexpand.c,32,54,10,3,3,7,6,
gettext,bash-3.2\lib\intl\intl-compat.c,6,1,1,0,0,1,2,
libintl_gettext,bash-3.2\lib\intl\gettext.c,6,1,1,0,0,2,2,
dgettext,bash-3.2\lib\intl\intl-compat.c,7,1,1,0,0,2,2,
libintl_dgettext,bash-3.2\lib\intl\dgettext.c,7,1,1,0,0,3,2,
dcgettext,bash-3.2\lib\intl\intl-compat.c,8,1,1,0,0,3,2,
libintl_dcgettext,bash-3.2\lib\intl\dcgettext.c,8,1,1,0,0,6,2,
ngettext,bash-3.2\lib\intl\intl-compat.c,8,1,1,0,0,3,2,
dngettext,bash-3.2\lib\intl\intl-compat.c,9,1,1,0,0,4,2,
dcngettext,bash-3.2\lib\intl\intl-compat.c,10,1,1,0,0,5,2,
textdomain,bash-3.2\lib\intl\intl-compat.c,6,1,1,0,0,1,2,
libintl_textdomain,bash-3.2\lib\intl\textdomain.c,36,19,8,2,3,4,8,
bindtextdomain,bash-3.2\lib\intl\intl-compat.c,7,1,1,0,0,2,2,
libintl_bindtextdomain,bash-3.2\lib\intl\bindtextdom.c,8,1,1,0,0,3,2,
bind_textdomain_codeset,bash-3.2\lib\intl\intl-compat.c,7,1,1,0,0,2,2,
libintl_bind_textdomain_codeset,bash-3.2\lib\intl\bindtextdom.c,8,1,1,0,0,3,2,
initialize_siglist,bash-3.2\siglist.c,17,6,4,2,0,2,4,
cprintf,bash-3.2\print_cmd.c,67,15,9,4,12,19,10,
xprintf,bash-3.2\print_cmd.c,6,1,1,0,0,6,1,
reset_locals,bash-3.2\print_cmd.c,6,1,1,0,0,0,2,
newline,bash-3.2\print_cmd.c,9,2,2,1,0,9,2,
indent,bash-3.2\print_cmd.c,11,6,5,3,0,7,4,
semicolon,bash-3.2\print_cmd.c,9,2,2,1,1,6,1,
the_printed_command_resize,bash-3.2\print_cmd.c,19,3,3,1,1,5,5,
make_command_string_internal,bash-3.2\print_cmd.c,111,553,28,5,69,30,14,
_print_word_list,bash-3.2\print_cmd.c,10,2,3,1,0,8,0,
command_print_word_list,bash-3.2\print_cmd.c,7,1,1,0,0,5,1,
print_case_clauses,bash-3.2\print_cmd.c,18,2,2,1,0,6,5,
print_redirection_list,bash-3.2\print_cmd.c,46,27,8,3,3,8,8,
print_redirection,bash-3.2\print_cmd.c,102,34,31,2,159,10,5,
print_for_command,bash-3.2\print_cmd.c,13,1,1,0,0,4,6,
print_group_command,bash-3.2\print_cmd.c,28,4,3,1,2,6,7,
print_case_command,bash-3.2\print_cmd.c,9,2,2,1,0,3,3,
print_while_command,bash-3.2\print_cmd.c,6,1,1,0,0,2,1,
print_until_command,bash-3.2\print_cmd.c,6,1,1,0,0,2,1,
print_until_or_while,bash-3.2\print_cmd.c,16,1,1,0,0,7,6,
print_if_command,bash-3.2\print_cmd.c,23,2,2,1,0,6,6,
print_function_def,bash-3.2\print_cmd.c,35,4,4,1,1,12,12,
print_command,bash-3.2\print_cmd.c,7,1,1,0,0,1,3,
make_command_string,bash-3.2\print_cmd.c,8,1,1,0,0,4,4,
print_simple_command,bash-3.2\print_cmd.c,11,2,2,1,0,5,3,
command_error,bash-3.2\error.c,9,2,2,1,0,12,1,
print_word_list,bash-3.2\print_cmd.c,7,1,1,0,0,3,1,
indirection_level_string,bash-3.2\print_cmd.c,31,8,6,2,3,6,7,
change_flag,bash-3.2\flags.c,24,6,7,2,2,7,4,
decode_prompt_string,bash-3.2\y.tab.c,30,2,2,1,1,8,12,
strnlen,bash-3.2\lib\sh\strnlen.c,11,2,2,1,0,2,1,
xtrace_print_assignment,bash-3.2\print_cmd.c,24,48,9,3,4,6,8,
sh_contains_shell_metas,bash-3.2\lib\sh\shquote.c,31,7,29,3,17,4,1,
ansic_shouldquote,bash-3.2\lib\sh\strtrans.c,13,4,4,2,4,5,4,
ansic_quote,bash-3.2\lib\sh\strtrans.c,54,47,16,3,47,6,7,
xtrace_print_word_list,bash-3.2\print_cmd.c,31,10,10,2,3,7,7,
print_for_command_head,bash-3.2\print_cmd.c,7,1,1,0,0,6,2,
xtrace_print_for_command_head,bash-3.2\print_cmd.c,8,1,1,0,0,5,3,
print_case_command_head,bash-3.2\print_cmd.c,6,1,1,0,0,5,1,
xtrace_print_case_command_head,bash-3.2\print_cmd.c,7,1,1,0,0,4,2,
copy_redirect,bash-3.2\copy_cmd.c,35,4,20,1,1,7,9,
dispose_redirects,bash-3.2\dispose_cmd.c,33,4,16,2,0,15,2,
copy_command,bash-3.2\copy_cmd.c,53,21,13,1,37,29,28,
dispose_command,bash-3.2\dispose_cmd.c,100,23,14,2,46,41,6,
named_function_string,bash-3.2\print_cmd.c,58,48,9,2,2,13,14,
inttostr,bash-3.2\lib\sh\itos.c,8,1,1,0,0,7,2,
memory_out,bash-3.2\lib\termcap\termcap.c,6,1,1,0,0,2,2,
ignore_tty_job_signals,bash-3.2\nojobs.c,4,1,1,0,0,0,0,
wait_for_single_pid,bash-3.2\jobs.c,34,11,6,2,3,5,12,
sh_stat,bash-3.2\lib\sh\eaccess.c,36,9,10,3,12,6,7,
test_syntax_error,bash-3.2\test.c,7,1,2,1,0,10,3,
beyond,bash-3.2\test.c,5,1,1,0,0,7,1,
integer_expected_error,bash-3.2\test.c,6,1,1,0,0,2,1,
unary_operator,bash-3.2\test.c,27,11,12,5,7,5,6,
binary_operator,bash-3.2\test.c,23,3,3,1,2,4,5,
two_arguments,bash-3.2\test.c,16,4,4,2,4,4,4,
three_arguments,bash-3.2\test.c,31,7,8,3,5,4,7,
posixtest,bash-3.2\test.c,33,8,9,4,16,4,6,
expr,bash-3.2\test.c,7,2,2,1,0,4,3,
term,bash-3.2\test.c,43,40,19,4,6,4,9,
and,bash-3.2\test.c,13,3,4,3,1,4,4,
or,bash-3.2\test.c,13,3,4,3,1,4,4,
filecomp,bash-3.2\test.c,25,19,8,2,10,7,2,
arithcomp,bash-3.2\test.c,34,37,12,2,26,5,4,
patcomp,bash-3.2\test.c,9,1,3,0,0,5,2,
test_binop,bash-3.2\test.c,48,11,17,3,13,4,1,
test_unop,bash-3.2\test.c,17,3,26,1,2,4,1,
legal_number,bash-3.2\general.c,23,14,6,2,2,27,4,
binary_test,bash-3.2\test.c,42,16,19,2,41,5,5,
unary_test,bash-3.2\test.c,64,25,27,2,274,12,9,
test_command,bash-3.2\test.c,30,21,10,3,1,6,10,
strprint,bash-3.2\support\recho.c,16,4,4,2,2,2,1,
give_terminal_to,bash-3.2\nojobs.c,5,1,1,0,0,0,1,
get_tty_state,bash-3.2\nojobs.c,12,3,4,2,0,3,5,
using_history,bash-3.2\lib\readline\history.c,5,1,1,0,0,4,1,
write_history,bash-3.2\lib\readline\histfile.c,6,1,1,0,0,3,2,
read_history,bash-3.2\lib\readline\histfile.c,6,1,1,0,0,2,2,
history_get_time,bash-3.2\lib\readline\history.c,14,3,3,1,2,4,2,
remove_history,bash-3.2\lib\readline\history.c,14,3,3,1,1,4,3,
get_env_value,bash-3.2\lib\tilde\shell.c,6,1,1,0,0,1,2,
get_home_dir,bash-3.2\lib\tilde\shell.c,11,2,2,1,0,1,3,
_rl_free_history_entry,bash-3.2\lib\readline\misc.c,10,5,4,1,1,8,1,
make_history_line_current,bash-3.2\lib\readline\search.c,12,4,3,1,0,7,5,
noninc_search_from_pos,bash-3.2\lib\readline\search.c,22,6,5,1,3,5,6,
noninc_dosearch,bash-3.2\lib\readline\search.c,33,4,4,1,2,8,12,
noninc_search,bash-3.2\lib\readline\search.c,25,8,7,2,9,5,6,
rl_history_search_internal,bash-3.2\lib\readline\search.c,36,10,5,2,5,10,14,
rl_history_search_reinit,bash-3.2\lib\readline\search.c,19,3,3,2,0,7,9,
_rl_nsearch_init,bash-3.2\lib\readline\search.c,22,2,3,1,0,4,15,
_rl_nsearch_cleanup,bash-3.2\lib\readline\search.c,10,1,1,0,0,4,4,
_rl_nsearch_abort,bash-3.2\lib\readline\search.c,11,1,1,0,0,4,6,
_rl_nsearch_dispatch,bash-3.2\lib\readline\search.c,37,7,10,2,25,6,7,
_rl_replace_text,bash-3.2\lib\readline\text.c,13,1,1,0,0,6,6,
rl_free_undo_list,bash-3.2\lib\readline\undo.c,16,3,3,2,0,11,3,
rl_maybe_unsave_line,bash-3.2\lib\readline\misc.c,15,2,2,1,1,10,7,
rl_maybe_save_line,bash-3.2\lib\readline\misc.c,12,2,2,1,0,7,8,
_rl_rubout_char,bash-3.2\lib\readline\text.c,37,6,7,2,4,12,10,
_rl_insert_char,bash-3.2\lib\readline\text.c,47,10,10,2,4,13,6,
_rl_nsearch_dosearch,bash-3.2\lib\readline\search.c,25,4,4,2,3,9,13,
rl_noninc_forward_search_again,bash-3.2\lib\readline\search.c,13,2,2,1,1,2,3,
rl_noninc_reverse_search_again,bash-3.2\lib\readline\search.c,13,2,2,1,1,2,3,
_rl_nsearch_callback,bash-3.2\lib\readline\search.c,12,2,3,1,1,2,5,
_rl_free_saved_history_line,bash-3.2\lib\readline\misc.c,10,2,2,1,0,3,3,
rl_history_search_forward,bash-3.2\lib\readline\search.c,13,5,6,1,2,4,4,
rl_history_search_backward,bash-3.2\lib\readline\search.c,13,5,6,1,2,4,4,
basename_builtin,bash-3.2\examples\loadables\basename.c,51,56,12,3,6,4,7,
no_options,bash-3.2\builtins\common.c,12,2,2,1,1,6,4,
find_mail_file,bash-3.2\mailcheck.c,10,3,3,2,3,5,2,
update_mail_file,bash-3.2\mailcheck.c,12,2,4,2,1,8,5,
add_mail_file,bash-3.2\mailcheck.c,25,3,5,3,1,8,17,
file_mod_date_changed,bash-3.2\mailcheck.c,15,3,4,2,1,9,6,
file_access_date_changed,bash-3.2\mailcheck.c,13,2,2,1,1,7,2,
file_has_grown,bash-3.2\mailcheck.c,11,1,1,0,0,6,2,
parse_mailpath_spec,bash-3.2\mailcheck.c,23,9,5,2,5,2,1,
time_to_check_mail,bash-3.2\mailcheck.c,12,2,2,1,1,2,4,
reset_mail_timer,bash-3.2\mailcheck.c,5,1,1,0,0,3,2,
full_pathname,bash-3.2\general.c,12,2,3,1,1,3,7,
reset_mail_files,bash-3.2\mailcheck.c,7,2,3,2,0,1,4,
free_mail_files,bash-3.2\mailcheck.c,15,6,5,3,0,5,3,
make_default_mailpath,bash-3.2\mailcheck.c,5,1,1,0,0,1,1,
get_current_user_info,bash-3.2\shell.c,25,3,4,2,1,12,9,
remember_mail_dates,bash-3.2\mailcheck.c,31,6,6,2,2,2,6,
extract_colon_unit,bash-3.2\general.c,29,14,7,2,3,5,5,
check_mail,bash-3.2\mailcheck.c,48,148,11,3,5,8,15,
expand_string_to_string,bash-3.2\subst.c,7,1,1,0,0,4,2,
unbind_variable,bash-3.2\variables.c,6,1,1,0,0,4,2,
zread,bash-3.2\lib\sh\zread.c,11,2,2,1,0,7,2,
zreadintr,bash-3.2\lib\sh\zread.c,22,5,5,3,6,4,2,
zreadc,bash-3.2\lib\sh\zread.c,21,5,4,2,2,5,5,
zreset,bash-3.2\lib\sh\zread.c,5,1,1,0,0,0,2,
zsyncfd,bash-3.2\lib\sh\zread.c,13,4,3,1,0,3,3,
rl_gets,bash-3.2\lib\readline\examples\manexamp.c,13,4,3,1,0,1,5,
invert_case_line,bash-3.2\lib\readline\examples\manexamp.c,35,60,11,2,4,4,8,
rl_modifying,bash-3.2\lib\readline\undo.c,18,4,4,2,0,4,5,
find_flag,bash-3.2\flags.c,12,3,3,2,3,5,1,
disable_priv_mode,bash-3.2\shell.c,8,1,1,0,0,5,5,
which_set_flags,bash-3.2\flags.c,16,12,5,2,0,7,2,
reset_shell_flags,bash-3.2\flags.c,10,1,1,0,0,1,18,
initialize_flags,bash-3.2\flags.c,10,2,2,1,0,3,1,
initialize_signames,bash-3.2\support\signames.c,18,8,5,3,0,3,3,
write_signames,bash-3.2\support\mksignames.c,17,2,2,1,0,4,1,
file_error,bash-3.2\builtins\mkbuiltins.c,7,1,1,0,0,4,2,
wait_sigint_handler,bash-3.2\jobs.c,25,9,6,3,0,5,13,
xfree,bash-3.2\lib\malloc\xmalloc.c,7,2,2,1,0,1,1,
xmalloc,bash-3.2\builtins\mkbuiltins.c,9,2,2,1,0,10,3,
wait_for_single_pid,bash-3.2\nojobs.c,44,75,15,3,4,4,12,
make_builtin_argv,bash-3.2\builtins\common.c,10,1,1,0,0,6,2,
perl_main,bash-3.2\examples\loadables\perl\iperl.c,14,1,1,0,0,4,11,
bperl_builtin,bash-3.2\examples\loadables\perl\bperl.c,10,1,1,0,0,2,4,
savestring,bash-3.2\lib\readline\savestring.c,6,1,1,0,0,1,4,
stdcat,bash-3.2\lib\readline\examples\rlcat.c,29,8,6,3,4,5,6,
unfreeze_jobs_list,bash-3.2\nojobs.c,4,1,1,0,0,0,0,
fatal_error,bash-3.2\error.c,13,1,1,0,0,1,6,
rl_variable_bind,bash-3.2\lib\readline\bind.c,20,4,4,2,2,8,7,
rl_untranslate_keyseq,bash-3.2\lib\readline\bind.c,47,15,13,1,4,2,5,
initialize_shell_signals,bash-3.2\sig.c,13,4,3,1,0,2,3,
initialize_signals,bash-3.2\sig.c,9,2,2,1,0,2,3,
initialize_terminating_signals,bash-3.2\sig.c,20,6,5,2,2,7,7,
termsig_sighandler,bash-3.2\sig.c,12,2,2,1,0,2,4,
signal_is_trapped,bash-3.2\trap.c,6,1,1,0,0,16,1,
set_signal_ignored,bash-3.2\trap.c,7,1,1,0,0,3,2,
sigint_sighandler,bash-3.2\sig.c,13,4,3,1,0,2,4,
set_sigwinch_handler,bash-3.2\sig.c,4,1,1,0,0,1,0,
reset_terminating_signals,bash-3.2\sig.c,13,4,4,2,2,5,3,
signal_is_special,bash-3.2\trap.c,6,1,1,0,0,3,1,
run_interrupt_trap,bash-3.2\trap.c,5,1,1,0,0,4,1,
parse_and_execute_cleanup,bash-3.2\builtins\evalstring.c,10,2,2,1,0,3,3,
reset_parser,bash-3.2\y.tab.c,17,4,4,2,0,7,11,
run_exit_trap,bash-3.2\trap.c,36,11,7,2,5,13,10,
unset_sigwinch_handler,bash-3.2\sig.c,4,1,1,0,0,0,0,
stop_pipeline,bash-3.2\jobs.c,110,35640,27,3,7,22,35,
mempcpy,bash-3.2\lib\intl\dcigettext.c,8,1,1,0,0,4,2,
plural_lookup,bash-3.2\lib\intl\dcigettext.c,24,6,4,2,3,8,3,
guess_category_value,bash-3.2\lib\intl\dcigettext.c,14,2,3,1,0,3,4,
category_to_name,bash-3.2\lib\intl\dcigettext.c,13,1,1,1,0,2,1,
_nl_log_untranslated,bash-3.2\lib\intl\log.c,46,14,7,3,5,6,10,
hash_string,bash-3.2\lib\intl\hash-string.h,20,3,3,2,0,3,1,
rl_completion_matches,bash-3.2\lib\readline\complete.c,30,6,4,2,1,5,5,
rl_username_completion_function,bash-3.2\lib\readline\complete.c,32,9,5,2,1,4,7,
rl_filename_completion_function,bash-3.2\lib\readline\complete.c,152,290493,31,4,20,13,15,
free_undo_list,bash-3.2\lib\readline\compat.c,5,1,1,0,0,0,1,
maybe_replace_line,bash-3.2\lib\readline\compat.c,5,1,1,0,0,0,2,
maybe_save_line,bash-3.2\lib\readline\compat.c,5,1,1,0,0,0,2,
maybe_unsave_line,bash-3.2\lib\readline\compat.c,5,1,1,0,0,0,2,
ding,bash-3.2\lib\readline\compat.c,5,1,1,0,0,0,2,
crlf,bash-3.2\lib\readline\compat.c,5,1,1,0,0,0,2,
alphabetic,bash-3.2\lib\readline\compat.c,6,1,1,0,0,1,2,
completion_matches,bash-3.2\lib\readline\compat.c,7,1,1,0,0,2,2,
username_completion_function,bash-3.2\lib\readline\compat.c,7,1,1,0,0,2,2,
filename_completion_function,bash-3.2\lib\readline\compat.c,7,1,1,0,0,2,2,
getc_with_restart,bash-3.2\input.c,25,16,9,4,7,7,6,
ungetc_with_restart,bash-3.2\input.c,10,2,2,1,1,3,3,
xbcopy,bash-3.2\stringlib.c,7,1,1,0,0,8,1,
sys_error,bash-3.2\error.c,14,1,1,0,0,11,6,
init_yy_io,bash-3.2\y.tab.c,15,2,4,2,0,10,10,
return_EOF,bash-3.2\y.tab.c,5,1,1,0,0,0,1,
ttgetattr,bash-3.2\lib\sh\shtty.c,7,1,1,0,0,4,2,
ttsetattr,bash-3.2\lib\sh\shtty.c,7,1,1,0,0,9,2,
ttsave,bash-3.2\lib\sh\shtty.c,9,2,2,1,1,3,2,
ttrestore,bash-3.2\lib\sh\shtty.c,9,2,2,1,1,3,2,
ttattr,bash-3.2\lib\sh\shtty.c,13,4,4,1,3,4,1,
tt_setonechar,bash-3.2\lib\sh\shtty.c,7,1,1,0,0,2,2,
tt_setnoecho,bash-3.2\lib\sh\shtty.c,7,1,1,0,0,2,2,
tt_seteightbit,bash-3.2\lib\sh\shtty.c,7,1,1,0,0,1,2,
tt_setnocanon,bash-3.2\lib\sh\shtty.c,6,1,1,0,0,1,1,
tt_setcbreak,bash-3.2\lib\sh\shtty.c,8,2,2,1,1,2,3,
ttonechar,bash-3.2\lib\sh\shtty.c,11,3,3,1,2,2,3,
ttnoecho,bash-3.2\lib\sh\shtty.c,11,3,3,1,2,2,3,
tteightbit,bash-3.2\lib\sh\shtty.c,11,3,3,1,2,2,3,
ttnocanon,bash-3.2\lib\sh\shtty.c,11,3,3,1,2,2,3,
ttcbreak,bash-3.2\lib\sh\shtty.c,11,3,3,1,2,2,3,
set_sigint_handler,bash-3.2\trap.c,14,5,5,1,4,6,2,
trap_to_sighandler,bash-3.2\trap.c,11,3,3,1,2,6,1,
trap_handler,bash-3.2\trap.c,25,5,4,2,1,9,8,
wait_sigint_handler,bash-3.2\nojobs.c,26,10,6,3,0,5,13,
xfree,bash-3.2\xmalloc.c,7,2,2,1,0,1,1,
xmalloc,bash-3.2\lib\termcap\tparam.c,9,2,2,1,0,2,3,
wait_for,bash-3.2\nojobs.c,69,1947,21,4,7,11,23,
process_line,bash-3.2\lib\readline\examples\excallback.c,20,6,4,2,1,5,9,
change_prompt,bash-3.2\lib\readline\examples\excallback.c,9,1,1,0,0,3,7,
get_prompt,bash-3.2\lib\readline\examples\excallback.c,7,1,2,0,0,4,2,
describe_pid,bash-3.2\nojobs.c,6,1,1,0,0,1,1,
rl_add_defun,bash-3.2\lib\readline\bind.c,11,2,2,1,0,4,3,
rl_callback_handler_install,bash-3.2\lib\readline\callback.c,10,1,1,0,0,4,4,
rl_callback_read_char,bash-3.2\lib\readline\callback.c,90,302,21,4,10,18,19,
rl_refresh_line,bash-3.2\lib\readline\text.c,13,1,1,0,0,3,7,
rename,bash-3.2\lib\sh\rename.c,30,10,8,2,10,5,5,
initialize_bash_input,bash-3.2\y.tab.c,11,2,3,2,0,3,9,
yy_input_name,bash-3.2\y.tab.c,5,1,2,0,0,4,1,
with_input_from_stdin,bash-3.2\y.tab.c,5,1,1,0,0,1,1,
with_input_from_string,bash-3.2\y.tab.c,9,1,1,0,0,6,2,
with_input_from_stream,bash-3.2\y.tab.c,9,1,1,0,0,4,2,
push_stream,bash-3.2\y.tab.c,14,2,2,1,0,7,9,
pop_stream,bash-3.2\y.tab.c,20,3,4,3,1,10,5,
stream_on_stack,bash-3.2\y.tab.c,10,3,3,2,3,5,1,
read_secondary_line,bash-3.2\y.tab.c,9,2,2,1,0,6,4,
find_reserved_word,bash-3.2\y.tab.c,10,3,3,2,3,3,2,
gather_here_documents,bash-3.2\y.tab.c,10,2,2,1,0,5,2,
execute_variable_command,bash-3.2\y.tab.c,17,8,5,2,0,4,10,
save_token_state,bash-3.2\y.tab.c,10,1,1,0,0,6,2,
restore_token_state,bash-3.2\y.tab.c,10,2,2,1,1,4,3,
make_path,bash-3.2\examples\loadables\mkdir.c,62,27,11,3,15,7,12,
mkdir_builtin,bash-3.2\examples\loadables\mkdir.c,71,58,13,2,18,8,12,
read_octal,bash-3.2\builtins\common.c,17,5,4,2,3,2,1,
_rl_callback_newline,bash-3.2\lib\readline\callback.c,13,3,3,2,0,5,4,
rl_initialize,bash-3.2\lib\readline\readline.c,23,4,3,1,0,4,12,
rl_set_signals,bash-3.2\lib\readline\signals.c,13,2,2,1,0,7,3,
readline_internal_setup,bash-3.2\lib\readline\readline.c,31,32,7,2,2,12,9,
rl_set_prompt,bash-3.2\lib\readline\readline.c,10,2,4,1,0,4,9,
_rl_arg_callback,bash-3.2\lib\readline\misc.c,18,2,2,1,1,3,8,
_rl_internal_char_cleanup,bash-3.2\lib\readline\readline.c,20,16,5,1,0,12,4,
_rl_dispatch_callback,bash-3.2\lib\readline\readline.c,28,18,6,1,2,10,10,
_rl_callback_data_dispose,bash-3.2\lib\readline\callback.c,6,2,2,1,0,2,1,
readline_internal_char,bash-3.2\lib\readline\readline.c,43,29,8,2,4,11,11,
readline_internal_teardown,bash-3.2\lib\readline\readline.c,21,4,4,1,0,5,12,
rl_clear_signals,bash-3.2\lib\readline\signals.c,13,2,2,1,0,8,3,
_rl_init_line_state,bash-3.2\lib\readline\readline.c,7,1,1,0,0,3,4,
rl_callback_handler_remove,bash-3.2\lib\readline\callback.c,13,3,3,2,0,2,4,
_rl_callback_data_alloc,bash-3.2\lib\readline\callback.c,10,1,1,0,0,6,5,
readline_internal,bash-3.2\lib\readline\readline.c,8,1,1,0,0,1,4,
readline_initialize_everything,bash-3.2\lib\readline\readline.c,30,128,8,1,0,11,20,
bind_arrow_keys_internal,bash-3.2\lib\readline\readline.c,21,1,1,0,0,3,2,
bind_arrow_keys,bash-3.2\lib\readline\readline.c,7,1,1,0,0,4,1,
readline_default_bindings,bash-3.2\lib\readline\readline.c,6,2,2,1,0,3,1,
reset_default_bindings,bash-3.2\lib\readline\readline.c,9,2,2,1,0,2,2,
_rl_subseq_result,bash-3.2\lib\readline\readline.c,43,6,7,2,7,9,8,
_rl_subseq_getchar,bash-3.2\lib\readline\readline.c,14,4,3,1,0,3,3,
rl_vi_insertion_mode,bash-3.2\lib\readline\vi_mode.c,8,1,1,0,0,6,3,
replace_history_entry,bash-3.2\lib\readline\history.c,17,2,2,1,1,8,8,
_rl_set_insert_mode,bash-3.2\lib\readline\misc.c,6,1,1,0,0,6,1,
rl_vi_check,bash-3.2\lib\readline\vi_mode.c,12,3,4,2,1,6,2,
_rl_reset_argument,bash-3.2\lib\readline\misc.c,7,1,1,0,0,4,4,
_rl_dispatch,bash-3.2\lib\readline\readline.c,8,1,1,0,0,8,3,
readline_internal_charloop,bash-3.2\lib\readline\readline.c,8,2,2,1,0,2,2,
